Text,Biased
rt yivoinstitute scholars jan grabowksi and barbara engelking were found guilty of defamation in poland for their book documenting polish behavior towards jews during the holocaust prof grabowski will discuss his response to the verdict as well as its political and scholarly implications,non-antisemitic
"annikacubist syvilized ausloco ginacarano thebabylonbee here is what are said

[a] makes [b] hate [c] just for being [c]

she provided two sets and says how is that any different stating there is no difference

the two sets are

a nazis the woke
b germans people on the internet
c jews herconservatives

what is missing",non-antisemitic
davereaboi i�d be curious to see the breakdown between actual jews and �i enjoy sunday lox and voting democrat� type jews,non-antisemitic
"rt fawfulfan one side believes were not really a just society until everyone has medical care and housing

the other side believes that the jews attacked california with a death star

clearly these two sides just need to work a little harder to find common ground httpstcosyqcli",non-antisemitic
either a nazi sympathizer or between a rock and a hard place not sure gustaf v attempted to convince hitler during a visit to berlin to soften his persecution of the jews  he was also noted for appealing to the leader of hungary to save its jews in the name of humanity httpstcocaxnnuv,non-antisemitic
rt middleeastmnt article by nasimbythedocks the already messy breakup of american jews over israel is getting messier httpstcoldyecyev,non-antisemitic
"rt caseyexplosion james lindsay saying woke jews are the cause of far right antisemitism directly plays into and emboldens existing beliefs within white nationalism that jews are secretly promoting lgbt rights in order to lower white birth rates

the fool the absolute clown car",non-antisemitic
rt rivkahbrown reminds me of all those times people speak about novara as if jews dont work for contribute to and support it httpstcojxvragg,non-antisemitic
realtuckfrumper us jews are frugal we would never have purchased space laser if it didnt come with the weather manipulation machine,non-antisemitic
rt auschwitzmuseum baddiel instrumentalization of the tragedy of jews who suffered were humiliated marked with a yellow star and finally isolated in ghettos and murdered during the holocaust in order to argue against vaccination that saves human lives is a sad symptom of moral and intellectual decline,non-antisemitic
"rt claireredacted herzl�s view that antisemitism was �the force we need� for a jewish national revival was anathema to the assimilated german jews represented by the cv
in germany even after  the cv feared that zionism endangered the standing of german jews as loyal patriots",non-antisemitic
barrymnj geburr corneliuscletus nypost you can�t argue with fbi stats which shows hate crimes increased  under trump  highest in  years not only towards blacks but also to hispanics jews and thanks to trump�s �china flu� asian americans as well,non-antisemitic
"jn 
jesus said to those jews who believed in him �if you remain in my word you will truly be my disciples and you will know the truth and the truth will set you free�",antisemitic
rt sarahksilverman come on jews the space lasers are supposed to be for hair removal only,non-antisemitic
"rt unseenjapansite new video how a wwiiera japanese diplomat defied his own government and saved thousands of jews from the horrors of the holocaust please watch like and subscribe by noahoskow japan holocaust history

httpstconnpzidvju",non-antisemitic
rukban lion__zion tranz_parency secblinken intlcrimcourt yeah i can hear hitler now �the jews are just a religion so we can�t target them if they convert�,non-antisemitic
rt end_thefederalr people tell me to hate the jews i dont hate or blame the jews jesus was jewish i blame labels and political movem�,antisemitic
no shortage of antisemitism  sadly in the netherlands as well where most of the countrys jews were murdered by the nazis the paper apologized but is this good enough httpstconzonxmuf,non-antisemitic
"rt auschwitzmuseum  april  | a french jewish girl charlotte dancyger was born in paris

she arrived at auschwitz on  september  in a transport of  jews deported from drancy she was murdered in a gas chamber after selection httpstcougoiiypt",non-antisemitic
"ashkizach jewgayism then dont give it to me

also  tell anna she blocked me first like she does to all jews she disagrees with",non-antisemitic
rt justsayxtian this is almost certainly a white supremacist in digital blackface propping up james lindseys argument that jews are causing antisemitism through solidarity with black people httpstcoglycoekgih,non-antisemitic
satren_ ah the black jews debacle my dad had spoken of this as well the ethiopian hebrews were scattered off due to the transatlantic slave trade and the like,non-antisemitic
"crybabydeede photosher of course oversimplifications work insanely well if your goal is to demonize and generalize a group of people  
when hitler rallied his people in ww he said things like jews are evil jews created society  sound familiar",non-antisemitic
"rt llancer tucker carlson doesnt need to be fired or resign fox needs to yanked off the air forever theyre a national security threat

when racist tiki torch marchers chanted jews will not replace us it resulted in violence mayhem and death in charlottesville it was no accident",non-antisemitic
"rt ali_al_handey the houthi militia is calling for death to america death to israel cursing the jews when in fact they are killing innocent civilians in yemen displacing them blowing up their homes arresting and torturing them brutally to death
houthiterrorisminyemen httpstcotafleq",non-antisemitic
"rt auschwitzmuseum jozef amp wiktoria ulma risked their lives to help jews during the holocaust on  march  the german police discovered the jews in hiding

the jewish family was shot as was the entire ulma family  parents amp  children wiktoria was  months pregnant httpstcoawhvqjgmvz",non-antisemitic
"rt auschwitzmuseum  february  | a german jewish girl rut mandel was born in berlin 

she arrived at auschwitz on  march  in�",non-antisemitic
